INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-03-02T06:00:00-00:00,2024-03-02T07:00:00-00:00,1,2024-03-01,23,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,265.85,DAM,5
2024-03-02T00:00:00-00:00,2024-03-02T01:00:00-00:00,1,2024-03-01,17,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,266.84,DAM,5
2024-03-02T05:00:00-00:00,2024-03-02T06:00:00-00:00,1,2024-03-01,22,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,278.61,DAM,5
2024-03-01T08:00:00-00:00,2024-03-01T09:00:00-00:00,1,2024-03-01,1,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,243.8,DAM,5
2024-03-01T12:00:00-00:00,2024-03-01T13:00:00-00:00,1,2024-03-01,5,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,235.79,DAM,5
2024-03-01T12:00:00-00:00,2024-03-01T13:00:00-00:00,1,2024-03-01,5,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,76.84,DAM,6
2024-03-01T20:00:00-00:00,2024-03-01T21:00:00-00:00,1,2024-03-01,13,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,96.27,DAM,6
2024-03-02T01:00:00-00:00,2024-03-02T02:00:00-00:00,1,2024-03-01,18,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,100.31,DAM,6
2024-03-01T17:00:00-00:00,2024-03-01T18:00:00-00:00,1,2024-03-01,10,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,103.31,DAM,6
2024-03-01T19:00:00-00:00,2024-03-01T20:00:00-00:00,1,2024-03-01,12,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,98.24,DAM,6
2024-03-02T03:00:00-00:00,2024-03-02T04:00:00-00:00,1,2024-03-01,20,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,102.76,DAM,6
